,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_brand,CPU_base_clock_speed,PrimaryStorage,PrimaryStorageType,SecondaryStorage,SecondaryStorageType,GPU_company
944,10,0,11.6,8.0,5,1.1,1299.0,1,1920.0,1080.0,1,1,0,1,1.2,256,3,0,2,2
945,10,1,15.6,16.0,5,2.5,999.0,1,1920.0,1080.0,0,1,0,0,2.1,512,3,1024,0,0
946,4,4,12.5,8.0,5,1.36,1472.2,1,1920.0,1080.0,1,0,0,1,2.5,256,3,0,2,2
947,10,3,15.6,8.0,4,2.2,685.0,1,1920.0,1080.0,0,0,0,1,2.7,1,4,0,2,3
948,4,3,17.3,4.0,5,2.36,659.0,3,1600.0,900.0,0,0,0,1,2.0,1,4,0,2,0
949,0,3,14.0,4.0,1,1.68,349.0,3,1366.0,768.0,0,0,0,1,1.6,32,0,0,2,2
950,7,5,15.6,8.0,5,2.0,2249.0,1,1920.0,1080.0,0,1,0,1,2.7,8,3,0,2,3
951,4,4,14.0,8.0,5,1.36,1775.0,1,1920.0,1080.0,0,0,0,1,2.8,256,3,0,2,2
952,16,3,13.3,8.0,7,1.2,1460.0,1,1920.0,1080.0,0,0,0,1,2.3,256,3,0,2,2
953,2,0,12.5,8.0,1,1.2,1159.0,1,1920.0,1080.0,0,0,0,1,1.2,64,0,0,2,2
954,10,4,14.0,8.0,5,1.7,1488.99,1,1920.0,1080.0,0,1,0,1,2.6,256,3,0,2,2
955,4,1,17.3,16.0,5,3.78,2711.2200000000007,0,3840.0,2160.0,0,1,0,1,2.8,512,3,1024,0,3
956,4,0,13.3,8.0,5,1.24,1899.0,1,1920.0,1080.0,1,0,0,1,1.2,256,3,0,2,2
957,7,0,11.6,4.0,5,1.45,775.0,3,1366.0,768.0,1,0,0,1,1.1,256,3,0,2,2
958,4,4,13.3,8.0,5,1.3,1268.0,2,3200.0,1800.0,0,0,0,1,2.5,256,3,0,2,2
959,0,0,11.6,4.0,1,1.25,389.0,3,1366.0,768.0,1,1,0,1,1.6,32,0,0,2,2
960,16,3,13.3,8.0,5,1.2,1535.0,1,1920.0,1080.0,0,0,0,1,2.4,256,3,0,2,2
961,10,4,12.5,8.0,5,1.36,1760.0,1,1920.0,1080.0,0,1,0,1,2.6,256,3,0,2,2
962,0,3,15.6,12.0,5,2.4,1009.0,1,1920.0,1080.0,0,0,0,1,2.5,128,3,1024,0,3
963,16,4,12.5,8.0,5,1.1,1790.0,1,1920.0,1080.0,1,0,0,1,2.7,512,3,0,2,2
964,7,3,15.6,8.0,5,2.04,846.5,3,1366.0,768.0,0,0,0,1,2.5,1,4,0,2,3
965,4,3,15.6,4.0,2,2.25,465.62,3,1366.0,768.0,0,0,0,1,2.0,1,4,0,2,0
966,4,3,15.6,4.0,5,1.9,825.0,3,1366.0,768.0,0,0,0,1,2.5,500,1,0,2,2
967,7,3,15.6,4.0,5,2.04,685.0,1,1920.0,1080.0,0,0,0,1,2.4,500,1,0,2,2
968,4,1,17.3,16.0,5,3.78,2711.2200000000007,1,1920.0,1080.0,0,1,0,1,2.8,256,3,1024,0,3
969,10,3,15.6,6.0,5,2.4,695.0,1,1920.0,1080.0,0,0,0,1,2.5,256,3,0,2,3
970,4,0,13.3,16.0,5,1.22,1899.0,2,3200.0,1800.0,1,0,0,1,1.3,512,3,0,2,2
971,4,4,14.0,8.0,5,1.5,1962.98,3,2560.0,1440.0,1,0,0,1,2.6,256,3,0,2,2
972,4,1,17.3,16.0,5,3.78,2711.2200000000007,1,1920.0,1080.0,0,0,0,1,2.6,256,3,1024,0,3
973,16,3,14.0,8.0,5,1.95,1180.0,1,1920.0,1080.0,0,0,0,1,2.3,256,3,0,2,2
974,2,1,17.3,16.0,5,2.73,2049.9,1,1920.0,1080.0,0,0,0,1,2.8,256,3,1024,0,3
975,7,3,15.6,8.0,5,2.04,979.0,1,1920.0,1080.0,0,1,0,1,2.7,128,3,1024,0,3
976,10,3,14.0,4.0,7,1.7,1002.0,3,1366.0,768.0,0,0,0,1,2.3,508,2,0,2,2
977,2,0,15.6,16.0,5,2.3,1799.0,0,3840.0,2160.0,1,0,0,1,2.7,512,3,2048,0,3
978,7,3,15.6,6.0,5,2.04,579.0,3,1366.0,768.0,0,0,0,1,2.7,1,4,0,2,2
979,2,1,17.3,16.0,5,2.99,1749.0,1,1920.0,1080.0,0,0,0,1,2.8,256,3,1024,0,3
980,4,0,15.6,12.0,5,2.19,1299.0,1,1920.0,1080.0,1,1,0,1,2.7,512,3,0,2,2
981,16,3,13.3,4.0,7,1.2,1195.0,1,1920.0,1080.0,0,0,0,1,2.3,128,3,0,2,2
982,10,3,15.6,6.0,5,2.2,549.0,1,1920.0,1080.0,0,0,0,0,3.6,256,3,0,2,0
983,5,3,15.6,4.0,5,2.3,649.0,3,1366.0,768.0,0,0,0,1,2.3,256,3,0,2,2
984,16,3,14.0,4.0,5,1.75,915.0,3,1366.0,768.0,0,0,0,1,2.3,500,1,0,2,2
985,4,3,15.6,4.0,5,2.25,599.0,3,1366.0,768.0,0,0,0,1,2.5,500,1,0,2,0
986,7,3,15.6,8.0,5,2.04,806.0,1,1920.0,1080.0,0,0,0,1,2.5,1,4,0,2,2
987,10,1,15.6,8.0,5,2.5,1189.0,1,1920.0,1080.0,0,1,0,1,2.8,128,3,1024,0,3
988,4,3,15.6,8.0,5,2.36,749.0,3,1366.0,768.0,0,0,0,1,2.7,1,4,0,2,0
989,4,3,14.0,8.0,5,1.6,1119.0,1,1920.0,1080.0,0,0,0,1,2.5,128,3,0,2,2
990,7,2,12.5,8.0,5,0.97,1908.0,1,1920.0,1080.0,0,0,0,1,1.2,512,3,0,2,2
991,7,3,15.6,4.0,5,2.1,499.0,1,1920.0,1080.0,0,0,0,1,2.0,128,3,1024,0,0
992,10,3,15.6,4.0,4,1.9,270.62,3,1366.0,768.0,0,0,0,1,1.1,128,3,0,2,2
993,10,3,15.6,8.0,5,2.3,1349.0,1,1920.0,1080.0,0,0,0,1,2.3,256,3,0,2,2
994,4,0,13.3,8.0,5,1.68,889.0,1,1920.0,1080.0,1,0,0,1,2.5,256,3,0,2,2
995,2,3,13.3,8.0,5,1.4,1150.0,2,3200.0,1800.0,0,0,0,1,2.5,256,3,0,2,2
996,7,4,13.3,8.0,5,1.11,1349.0,1,1920.0,1080.0,1,1,0,1,2.7,256,3,0,2,2
997,0,3,15.6,4.0,5,2.4,380.0,3,1366.0,768.0,0,0,0,1,1.1,500,1,0,2,2
998,2,1,15.6,16.0,5,2.5,1799.0,1,1920.0,1080.0,0,0,0,1,2.8,256,3,1024,0,3
999,7,4,14.0,8.0,5,1.48,2089.0,1,1920.0,1080.0,0,0,0,1,2.7,512,3,0,2,2
1000,0,1,15.6,8.0,5,2.7,1260.0,1,1920.0,1080.0,0,1,0,1,2.8,128,3,1024,0,3
1001,7,3,13.3,8.0,5,1.34,1189.0,1,1920.0,1080.0,0,1,0,1,2.5,256,3,0,2,2
1002,4,3,15.6,4.0,5,2.18,547.0,3,1366.0,768.0,0,0,0,1,2.4,128,3,0,2,2
1003,7,3,14.0,4.0,5,1.64,779.0,3,1366.0,768.0,0,0,0,1,2.5,500,1,0,2,2
1004,16,3,13.3,4.0,5,1.2,1195.0,1,1920.0,1080.0,0,0,0,1,2.3,128,3,0,2,2
1005,7,3,14.0,4.0,5,1.48,1099.99,3,1366.0,768.0,0,0,0,1,2.4,256,3,0,2,2
1006,7,3,14.0,4.0,5,1.95,1205.0,1,1920.0,1080.0,0,0,0,1,2.5,256,3,0,2,2
1007,7,4,14.0,8.0,7,1.43,1449.0,1,1920.0,1080.0,0,0,0,1,2.6,256,3,0,2,2
1008,7,3,14.0,8.0,5,1.64,1049.26,1,1920.0,1080.0,0,0,0,1,2.5,256,3,0,2,3
1009,7,3,14.0,4.0,5,1.64,684.0,3,1366.0,768.0,0,0,0,1,2.4,500,1,0,2,2
1010,4,1,15.6,8.0,5,2.65,949.0,1,1920.0,1080.0,0,0,0,1,2.5,1,5,0,2,3
1011,7,4,12.5,4.0,5,1.26,1539.0,1,1920.0,1080.0,0,0,0,1,2.5,500,1,0,2,2
1012,7,3,14.0,4.0,5,1.48,1590.0,1,1920.0,1080.0,0,0,0,1,2.5,256,3,0,2,2
1013,7,4,14.0,8.0,5,1.54,1887.21,1,1920.0,1080.0,0,0,0,1,2.5,256,3,0,2,2
1014,7,3,13.3,4.0,5,1.49,800.0,3,1366.0,768.0,0,0,0,1,2.4,500,1,0,2,2
1015,16,3,13.3,8.0,5,1.5,1210.0,3,1366.0,768.0,0,0,0,1,2.3,256,3,0,2,2
1016,7,3,15.6,4.0,5,2.04,769.99,3,1366.0,768.0,0,0,0,1,2.4,256,3,0,2,2
1017,10,3,17.3,16.0,7,2.4,2711.2200000000007,0,3840.0,2160.0,0,1,0,1,2.7,512,3,0,2,3
1018,16,3,14.0,8.0,5,1.47,1490.0,1,1920.0,1080.0,0,1,0,1,2.3,256,3,0,2,2
1019,7,3,14.0,8.0,5,1.43,2229.0,1,1920.0,1080.0,0,0,0,1,2.5,256,3,0,2,2
1020,4,0,15.6,4.0,5,2.08,795.99,1,1920.0,1080.0,1,1,0,1,2.3,1,4,0,2,2
1021,16,4,13.3,8.0,5,1.2,1590.0,1,1920.0,1080.0,0,0,0,1,2.3,256,3,0,2,2
1022,7,3,13.3,8.0,5,1.11,1149.0,1,1920.0,1080.0,0,1,0,1,2.5,256,3,0,2,2
1023,7,3,14.0,8.0,5,1.64,1185.43,1,1920.0,1080.0,0,0,0,1,2.7,256,3,0,2,3
1024,4,3,15.6,8.0,5,2.09,1046.44,1,1920.0,1080.0,0,0,0,1,2.4,500,1,0,2,2
1025,7,4,12.5,4.0,5,1.26,1559.0,3,1366.0,768.0,0,0,0,1,2.5,256,3,0,2,2
1026,7,3,14.0,4.0,5,2.31,1189.0,3,1366.0,768.0,0,0,0,1,2.5,500,1,0,2,2
1027,7,3,14.0,4.0,5,1.95,1060.0,3,1366.0,768.0,0,0,0,1,2.5,500,1,0,2,2
1028,4,4,13.3,8.0,5,1.29,1624.0,2,3200.0,1800.0,1,0,0,1,2.5,256,3,0,2,2
1029,7,3,17.3,8.0,5,2.63,1080.0,1,1920.0,1080.0,0,0,0,1,2.5,256,3,0,2,3
1030,7,3,14.0,4.0,5,1.64,973.0,3,1366.0,768.0,0,0,0,1,2.5,256,3,0,2,2
1031,0,3,15.6,6.0,5,2.1,409.0,3,1366.0,768.0,0,0,0,0,3.0,1,4,0,2,0
1032,11,1,17.3,8.0,5,2.7,1191.8,1,1920.0,1080.0,0,0,0,1,2.8,128,3,1024,0,3
1033,7,3,14.0,8.0,7,1.95,1195.0,1,1920.0,1080.0,0,0,0,1,2.3,256,3,0,2,2
1034,7,3,15.6,8.0,5,1.84,1228.99,1,1920.0,1080.0,0,0,0,1,2.5,256,3,0,2,2
1035,7,4,12.5,8.0,5,1.26,1349.0,1,1920.0,1080.0,0,0,0,1,2.5,256,3,0,2,2
1036,7,3,15.6,4.0,5,2.04,742.0,3,1366.0,768.0,0,0,0,1,2.5,500,1,0,2,2
1037,16,4,14.0,8.0,5,1.47,1725.0,1,1920.0,1080.0,0,1,0,1,2.6,256,3,0,2,2
1038,4,3,15.6,8.0,7,2.09,1062.95,1,1920.0,1080.0,0,0,0,1,2.4,256,3,0,2,2
1039,7,3,14.0,8.0,5,1.64,1010.51,1,1920.0,1080.0,0,0,0,1,2.5,256,3,0,2,2
1040,10,0,15.6,4.0,5,1.8,847.0,1,1920.0,1080.0,1,1,0,1,2.5,256,3,0,2,2
1041,17,3,14.0,2.0,5,1.45,229.0,3,1366.0,768.0,0,0,0,1,1.44,32,0,0,2,2
1042,16,3,15.6,16.0,5,2.4,1425.0,1,1920.0,1080.0,0,1,0,1,2.5,256,3,0,2,3
1043,10,3,15.6,8.0,5,2.3,1049.6,1,1920.0,1080.0,0,0,0,1,2.3,256,3,0,2,2
1044,7,3,14.0,4.0,5,1.54,1000.0,1,1920.0,1080.0,0,0,0,1,2.3,500,1,0,2,2
1045,7,3,15.6,8.0,5,1.84,2103.34,1,1920.0,1080.0,0,0,0,1,2.4,256,3,500,0,2
1046,7,3,14.0,8.0,7,1.43,1469.0,1,1920.0,1080.0,0,0,0,1,2.3,256,3,0,2,2
1047,11,1,17.3,16.0,5,3.78,1545.64,1,1920.0,1080.0,0,1,0,1,2.7,256,3,1024,0,3
1048,10,1,17.3,16.0,5,3.78,2289.99,1,1920.0,1080.0,0,1,0,1,2.6,128,3,1024,0,3
1049,2,2,11.6,4.0,1,1.2,287.9,3,1366.0,768.0,0,0,0,1,1.6,16,0,0,2,2
1050,10,3,14.0,16.0,7,1.1,2620.0,3,2560.0,1440.0,0,1,0,1,2.6,256,3,0,2,2
1051,7,3,15.6,8.0,5,1.91,979.0,1,1920.0,1080.0,0,1,0,1,2.7,1,4,0,2,3
1052,4,0,15.6,8.0,5,2.3,1094.0,1,1920.0,1080.0,1,1,0,1,2.7,256,3,0,2,2
1053,7,3,15.6,4.0,5,2.04,979.0,3,1366.0,768.0,0,0,0,1,2.5,256,3,0,2,2
1054,4,4,13.3,16.0,5,1.2,2254.0,2,3200.0,1800.0,1,0,0,1,2.7,1,6,0,2,2
1055,7,3,15.6,4.0,5,2.31,705.15,3,1366.0,768.0,0,0,0,1,2.3,500,1,0,2,2
1056,7,3,15.6,4.0,4,1.96,499.0,3,1366.0,768.0,0,0,0,1,2.5,500,1,0,2,2
1057,0,3,15.6,8.0,5,2.4,449.0,3,1366.0,768.0,0,0,0,0,2.2,1,4,0,2,0
1058,4,0,13.3,12.0,5,1.6,1299.0,1,1920.0,1080.0,1,1,0,1,2.7,256,3,0,2,2
1059,11,1,15.6,16.0,5,2.94,1819.0,1,1920.0,1080.0,0,0,0,1,2.6,256,3,1024,0,3
1060,7,3,15.6,8.0,5,2.04,1070.0,1,1920.0,1080.0,0,0,0,1,2.7,256,3,0,2,2
1061,2,1,17.3,16.0,4,3.78,998.0,1,1920.0,1080.0,0,1,0,1,2.6,1,4,0,2,3
1062,4,3,15.6,4.0,5,2.25,559.0,1,1920.0,1080.0,0,0,0,1,2.5,1,4,0,2,2
1063,4,3,15.6,16.0,5,2.32,989.99,1,1920.0,1080.0,0,0,0,1,2.7,2,4,0,2,0
1064,11,1,15.6,16.0,5,1.8,1929.0,1,1920.0,1080.0,0,0,0,1,2.6,256,3,1024,0,3
1065,4,4,13.3,8.0,5,1.29,1458.0,1,1920.0,1080.0,0,0,0,1,2.7,256,3,0,2,2
1066,2,1,17.3,16.0,5,3.58,2711.2200000000007,1,1920.0,1080.0,0,1,0,1,2.7,1,6,0,2,3
1067,4,0,13.3,8.0,5,1.62,798.01,1,1920.0,1080.0,1,0,0,1,2.5,256,3,0,2,2
1068,4,1,15.6,16.0,5,3.21,1329.0,0,3840.0,2160.0,0,0,0,1,2.6,256,3,1024,0,3
1069,1,4,12.0,8.0,3,0.97,1300.0,3,2304.0,1440.0,0,1,1,1,1.1,256,0,0,2,2
1070,4,3,15.6,4.0,5,2.06,481.98,3,1366.0,768.0,0,0,0,1,2.3,500,1,0,2,2
1071,7,3,15.6,4.0,5,2.31,1199.0,3,1366.0,768.0,0,0,0,1,2.3,500,1,0,2,2
1072,7,4,12.5,8.0,7,1.26,1199.0,1,1920.0,1080.0,0,0,0,1,2.3,256,3,0,2,2
1073,7,3,13.3,8.0,5,1.49,1090.0,1,1920.0,1080.0,0,0,0,1,2.7,256,3,0,2,2
1074,10,4,12.5,8.0,5,1.3,1713.49,1,1920.0,1080.0,1,1,0,1,2.5,256,3,0,2,2
1075,10,3,17.3,8.0,5,3.0,659.0,3,1600.0,900.0,0,0,0,1,2.3,1,4,0,2,0
1076,10,3,15.6,4.0,5,2.3,977.0,1,1920.0,1080.0,0,1,0,1,2.3,1,4,0,2,3
1077,11,1,17.3,16.0,5,3.78,2499.0,1,1920.0,1080.0,0,0,0,1,2.8,256,3,1024,0,3
1078,10,3,15.6,4.0,5,2.1,540.0,3,1366.0,768.0,0,0,0,1,2.3,500,1,0,2,2
1079,7,3,15.6,4.0,7,2.31,940.0,1,1920.0,1080.0,0,0,0,1,2.3,500,1,0,2,2
1080,10,4,12.5,8.0,5,0.99,1399.0,3,2560.0,1440.0,1,1,0,1,1.2,512,3,0,2,2
1081,10,1,17.3,16.0,5,3.78,2711.2200000000007,1,1920.0,1080.0,0,1,0,1,2.7,512,3,1024,1,3
1082,10,0,11.6,4.0,5,0.97,646.27,3,1920.0,1200.0,1,1,0,1,1.44,64,0,0,2,2
1083,7,4,13.3,16.0,5,1.3,2049.0,0,3840.0,2160.0,0,1,0,1,2.7,512,3,0,2,2
1084,4,3,15.6,8.0,5,2.18,750.0,1,1920.0,1080.0,0,0,0,1,2.5,256,3,0,2,2
1085,7,3,14.0,4.0,7,1.54,1030.99,1,1920.0,1080.0,0,0,0,1,2.3,500,1,0,2,2
1086,7,5,15.6,8.0,7,1.9,1495.0,1,1920.0,1080.0,0,0,0,1,2.5,256,3,0,2,0
1087,10,3,14.0,8.0,7,1.7,1199.0,1,1920.0,1080.0,0,0,0,1,2.3,180,3,0,2,2
1088,7,3,13.3,4.0,1,1.29,615.0,2,3200.0,1800.0,0,0,0,1,1.5,32,0,0,2,2
1089,0,3,15.6,4.0,5,2.4,387.0,3,1366.0,768.0,0,0,0,0,2.2,500,1,0,2,0
1090,4,3,15.6,4.0,2,2.2,393.49,3,1366.0,768.0,0,0,0,1,1.6,500,1,0,2,2
1091,7,3,15.6,4.0,4,1.86,345.99,3,1366.0,768.0,0,0,0,1,2.0,1,4,0,2,2
1092,2,1,17.3,8.0,5,2.7,1599.0,1,1920.0,1080.0,0,1,0,1,2.8,256,3,1024,0,3
1093,4,4,13.3,4.0,5,1.4,818.35,1,1920.0,1080.0,0,1,0,1,1.6,256,3,0,2,0
1094,7,2,12.5,4.0,7,2.4,1599.0,3,1366.0,768.0,0,0,0,1,2.3,128,3,0,2,2
1095,0,3,15.6,8.0,5,2.4,799.0,1,1920.0,1080.0,0,0,0,1,2.5,256,3,1024,0,3
1096,4,3,15.6,8.0,5,2.36,638.8,1,1920.0,1080.0,0,0,0,1,2.5,1,4,0,2,0
1097,11,1,17.3,8.0,5,2.6,1599.0,1,1920.0,1080.0,0,0,0,1,2.6,256,3,0,2,3
1098,7,3,15.6,4.0,5,1.96,500.0,3,1366.0,768.0,0,0,0,1,1.6,1,4,0,2,2
1099,2,1,17.3,16.0,5,3.78,2299.0,1,1920.0,1080.0,0,1,0,1,2.6,128,3,1024,0,3
1100,4,4,12.5,4.0,7,1.5,1135.15,3,1366.0,768.0,0,0,0,1,2.3,500,1,0,2,2
1101,4,4,12.5,4.0,7,1.5,1166.97,3,1366.0,768.0,0,0,0,1,2.3,128,3,0,2,2
1102,0,3,15.6,4.0,1,2.2,229.0,3,1366.0,768.0,0,0,0,1,1.5,16,3,0,2,2
1103,7,5,17.3,8.0,7,3.0,2711.2200000000007,1,1920.0,1080.0,0,1,0,1,2.6,1,4,0,2,0
1104,10,1,15.6,16.0,5,2.4,1199.0,1,1920.0,1080.0,0,0,0,1,2.8,512,3,0,2,3
1105,4,4,12.5,8.0,7,1.5,1413.1,3,1366.0,768.0,0,0,0,1,2.3,256,3,0,2,2
1106,11,1,17.3,8.0,5,2.9,1511.19,1,1920.0,1080.0,0,0,0,1,2.6,128,3,1024,0,3
1107,10,0,15.6,4.0,5,2.1,867.0,1,1920.0,1080.0,1,1,0,1,2.3,256,3,0,2,2
1108,7,3,15.6,4.0,5,2.1,398.0,1,1920.0,1080.0,0,0,0,0,2.5,1,4,0,2,0
1109,2,1,15.6,16.0,5,2.59,1339.0,1,1920.0,1080.0,0,1,0,1,2.6,128,3,1024,0,3
1110,7,3,13.3,8.0,5,1.16,1699.0,2,3200.0,1800.0,1,0,0,1,1.1,256,3,0,2,2
1111,4,3,15.6,4.0,7,2.24,769.15,3,1366.0,768.0,0,0,0,1,2.3,500,1,0,2,0
1112,10,3,15.6,4.0,5,2.1,429.0,3,1366.0,768.0,0,0,0,1,2.0,128,3,0,2,2
1113,7,4,13.3,8.0,5,1.16,1969.0,1,1920.0,1080.0,0,0,0,1,2.5,512,3,0,2,2
1114,10,0,11.6,4.0,0,0.97,549.0,3,1920.0,1200.0,1,1,0,1,1.44,64,0,0,2,2
1115,4,4,13.3,8.0,5,1.23,1379.0,1,1920.0,1080.0,0,0,0,1,2.4,256,3,0,2,2
1116,10,1,17.3,16.0,5,3.78,2711.2200000000007,1,1920.0,1080.0,0,1,0,1,2.7,256,3,1024,1,3
1117,14,4,12.5,8.0,5,1.25,1029.0,0,3840.0,2160.0,1,0,0,1,2.5,256,3,0,2,2
1118,16,4,13.3,16.0,5,1.05,2226.0,1,1920.0,1080.0,0,0,0,1,2.7,512,3,0,2,2
1119,2,1,17.3,8.0,5,3.52,1312.49,1,1920.0,1080.0,0,0,0,1,2.6,128,3,1024,0,3
1120,17,3,13.3,4.0,5,1.35,229.0,1,1920.0,1080.0,0,0,0,1,1.44,32,0,0,2,2
1121,7,3,13.3,8.0,5,1.16,1690.0,1,1920.0,1080.0,0,0,0,1,2.3,256,3,0,2,2
1122,7,3,14.0,8.0,7,1.43,1513.0,1,1920.0,1080.0,0,0,0,1,2.3,256,3,0,2,2
1123,4,3,15.6,4.0,2,2.09,523.63,3,1366.0,768.0,0,0,0,1,2.3,500,1,0,2,2
1124,2,3,15.6,4.0,5,2.0,435.0,3,1366.0,768.0,0,0,0,1,2.4,1,4,0,2,2
1125,10,0,14.0,8.0,5,1.8,1669.0,1,1920.0,1080.0,1,1,0,1,2.5,256,3,0,2,2
1126,10,0,11.6,4.0,5,0.97,479.0,3,1920.0,1200.0,1,1,0,1,1.44,64,0,0,2,2
1127,7,4,12.5,8.0,7,1.26,1895.0,3,1366.0,768.0,0,0,0,1,2.4,256,3,0,2,2
1128,10,1,15.6,8.0,4,2.4,989.0,1,1920.0,1080.0,0,1,0,1,2.5,128,3,1024,0,3
1129,7,1,17.3,8.0,5,3.35,1129.0,1,1920.0,1080.0,0,1,0,1,2.3,128,3,1024,0,3
1130,7,3,15.6,8.0,5,2.04,629.0,3,1366.0,768.0,0,0,0,1,2.7,2,4,0,2,2
1131,10,0,14.0,8.0,7,1.8,2050.38,1,1920.0,1080.0,1,1,0,1,2.6,512,3,0,2,3
1132,2,3,14.0,4.0,5,1.5,278.0,3,1366.0,768.0,0,0,0,1,1.1,32,0,0,2,2
1133,7,4,15.6,8.0,5,1.84,752.0,1,1920.0,1080.0,0,0,0,1,2.7,256,3,0,2,2
1134,0,3,15.6,4.0,5,2.23,616.0,1,1920.0,1080.0,0,0,0,1,2.5,1,4,0,2,3
1135,10,3,15.6,16.0,5,2.5,1099.0,1,1920.0,1080.0,0,0,0,1,2.5,1,5,0,2,0
1136,7,5,17.3,8.0,7,3.0,2711.2200000000007,1,1920.0,1080.0,0,1,0,1,2.6,256,3,0,2,3
1137,4,3,15.6,8.0,5,2.5,784.0,3,1366.0,768.0,0,0,0,1,2.5,1,4,0,2,0
1138,11,1,17.3,16.0,5,3.78,2399.0,1,1920.0,1080.0,0,0,0,1,2.7,256,3,1024,0,3
1139,7,4,15.6,8.0,7,1.88,2171.72,1,1920.0,1080.0,0,0,0,1,2.5,256,3,0,2,2
1140,10,0,14.0,16.0,5,2.8,2440.0,3,2560.0,1440.0,1,1,0,1,2.6,512,3,0,2,2
1141,11,1,15.6,8.0,5,2.4,1142.8,1,1920.0,1080.0,0,0,0,1,2.8,128,3,1024,0,3
1142,7,0,13.3,8.0,5,1.48,1629.0,1,1920.0,1080.0,1,0,0,1,2.4,256,3,0,2,2
1143,7,5,15.6,8.0,7,2.59,2229.0,1,1920.0,1080.0,0,1,0,1,2.6,256,3,0,2,3
1144,7,0,13.3,8.0,5,1.48,1799.0,3,2560.0,1440.0,1,0,0,1,2.6,256,3,0,2,2
1145,7,5,15.6,8.0,7,2.0,1899.0,1,1920.0,1080.0,0,0,0,1,2.6,256,3,0,2,3
1146,7,4,12.5,8.0,7,1.26,2296.95,1,1920.0,1080.0,0,0,0,1,2.5,256,3,0,2,2
1147,4,3,15.6,8.0,5,2.18,1009.9,1,1920.0,1080.0,0,0,0,1,2.7,256,3,0,2,3
1148,7,3,15.6,8.0,7,1.88,1579.0,1,1920.0,1080.0,0,0,0,1,2.3,256,3,0,2,2
1149,10,0,14.0,8.0,5,1.27,2339.0,3,2560.0,1440.0,1,1,0,1,2.5,256,3,0,2,2
1150,10,3,15.6,4.0,4,1.9,339.0,3,1366.0,768.0,0,0,0,1,2.0,1,4,0,2,2
1151,7,3,15.6,4.0,5,1.86,297.0,3,1366.0,768.0,0,0,0,0,1.8,500,1,0,2,0
1152,10,3,15.6,8.0,4,2.32,599.0,1,1920.0,1080.0,0,0,0,1,2.3,1,4,0,2,0
1153,4,1,15.6,8.0,5,2.62,1199.0,1,1920.0,1080.0,0,0,0,1,2.8,1,4,0,2,3
1154,4,3,15.6,8.0,5,2.04,2250.68,0,3840.0,2160.0,1,1,0,1,2.3,256,3,0,2,3
1155,7,3,15.6,4.0,5,1.91,478.89,1,1920.0,1080.0,0,0,0,0,2.5,256,3,0,2,0
1156,11,1,17.3,16.0,5,2.7,1492.8,1,1920.0,1080.0,0,0,0,1,2.8,256,3,1024,0,3
1157,10,4,14.0,12.0,7,1.4,2299.0,1,1920.0,1080.0,0,0,0,1,2.6,512,3,0,2,2
1158,10,3,15.6,8.0,5,2.5,788.49,1,1920.0,1080.0,0,0,0,1,2.3,1,5,0,2,0
1159,7,0,13.3,8.0,5,1.48,2041.0,3,2560.0,1440.0,1,0,0,1,2.6,512,3,0,2,2
1160,10,4,14.0,8.0,7,1.7,1499.0,1,1920.0,1080.0,0,0,0,1,2.6,256,3,0,2,2
1161,11,1,14.0,16.0,5,1.7,1769.0,1,1920.0,1080.0,0,0,0,1,2.6,256,3,1024,0,3
1162,7,1,15.6,8.0,5,2.62,899.0,1,1920.0,1080.0,0,1,0,1,2.8,1,4,0,2,3
1163,10,3,15.6,8.0,5,2.2,459.0,3,1366.0,768.0,0,0,0,1,2.0,1,4,0,2,2
1164,7,3,15.6,4.0,4,2.1,476.99,3,1366.0,768.0,0,0,0,1,2.3,500,1,0,2,2
1165,4,1,15.6,8.0,5,2.62,1498.0,0,3840.0,2160.0,0,0,0,1,2.8,128,3,1024,0,3
1166,10,3,15.6,8.0,5,1.95,1390.0,1,1920.0,1080.0,0,1,0,1,2.5,256,3,0,2,2
1167,10,3,15.6,4.0,5,2.2,468.0,1,1920.0,1080.0,0,0,0,1,2.0,1,4,0,2,3
1168,7,3,14.0,2.0,5,1.44,249.0,3,1366.0,768.0,0,0,0,1,1.6,32,0,0,2,2
1169,11,1,15.6,8.0,5,2.2,839.0,1,1920.0,1080.0,0,1,0,1,2.7,1,4,0,2,3
1170,7,3,15.6,8.0,5,1.96,679.0,1,1920.0,1080.0,0,0,0,1,2.5,256,3,0,2,2
1171,7,3,15.6,16.0,5,2.1,1159.0,1,1920.0,1080.0,0,0,0,1,1.8,512,3,0,2,2
1172,2,3,15.6,4.0,5,2.2,369.0,3,1366.0,768.0,0,0,0,1,1.6,500,1,0,2,2
1173,10,3,15.6,4.0,4,2.1,398.0,3,1366.0,768.0,0,0,0,1,2.3,500,1,0,2,2
1174,10,3,15.6,8.0,4,2.2,709.0,1,1920.0,1080.0,0,0,0,1,2.7,1,4,0,2,3
1175,2,3,14.0,4.0,5,2.0,769.0,1,1920.0,1080.0,0,0,0,1,2.4,256,3,0,2,2
1176,10,3,15.6,4.0,7,2.32,825.0,1,1920.0,1080.0,0,0,0,1,2.5,1,5,0,2,2
